file,course_number,course_name,instructor,year,term,num_respondents,The instructor's teaching effectiveness is:,The intellectual challenge of this course is:,The teaching assistant for this course is:,Feedback on my work for this course is useful:,"Compared to other Hopkins courses at this level, the workload for this course is:"
EN_601_220_02_SP24 Intermediate Programming Darvish_ Ali 2024 Spring Computer Science 61 of 62  responded _98_39__ Download PDF.pdf,EN.601.220,Intermediate Programming,Ali Darvish,2024,Spring,61,"[(1, 2), (2, 7), (3, 22), (4, 14), (5, 15), (0, 0)]","[(1, 0), (2, 1), (3, 7), (4, 22), (5, 30), (0, 0)]","[(1, 2), (2, 3), (3, 7), (4, 16), (5, 19), (0, 13)]","[(1, 1), (2, 9), (3, 10), (4, 28), (5, 11), (0, 1)]","[(1, 0), (2, 0), (3, 5), (4, 27), (5, 28), (0, 0)]"
EN_601_661_01_SP24 Computer Vision Katyal_ Kapil 2024 Spring Computer Science 50 of 52  responded _96_15__ Download PDF.pdf,EN.601.661,Computer Vision,Kapil Katyal,2024,Spring,50,"[(1, 0), (2, 1), (3, 6), (4, 12), (5, 29), (0, 0)]","[(1, 0), (2, 0), (3, 7), (4, 18), (5, 23), (0, 0)]","[(1, 1), (2, 0), (3, 6), (4, 8), (5, 16), (0, 16)]","[(1, 0), (2, 3), (3, 9), (4, 15), (5, 20), (0, 1)]","[(1, 0), (2, 4), (3, 35), (4, 5), (5, 3), (0, 0)]"
EN_601_220_01_SP24 Intermediate Programming Darvish_ Ali 2024 Spring Computer Science 34 of 35  responded _97_14__ Download PDF.pdf,EN.601.220,Intermediate Programming,Ali Darvish,2024,Spring,34,"[(1, 0), (2, 2), (3, 13), (4, 9), (5, 8), (0, 0)]","[(1, 0), (2, 0), (3, 6), (4, 10), (5, 15), (0, 0)]","[(1, 0), (2, 1), (3, 2), (4, 3), (5, 17), (0, 8)]","[(1, 0), (2, 4), (3, 7), (4, 12), (5, 8), (0, 1)]","[(1, 0), (2, 0), (3, 9), (4, 13), (5, 10), (0, 0)]"
EN_601_230_02_SP24 Mathematical Foundations for Computer Science More_ Sara 2024 Spring Computer Science 17 of 18  responded _94_44__ Download PDF.pdf,EN.601.230,Mathematical Foundations for Computer Science,Sara More,2024,Spring,17,"[(1, 1), (2, 0), (3, 1), (4, 6), (5, 7), (0, 0)]","[(1, 1), (2, 0), (3, 4), (4, 7), (5, 3), (0, 0)]","[(1, 1), (2, 0), (3, 4), (4, 3), (5, 3), (0, 4)]","[(1, 1), (2, 2), (3, 6), (4, 5), (5, 1), (0, 0)]","[(1, 0), (2, 1), (3, 9), (4, 3), (5, 1), (0, 0)]"
EN_601_230_04_SP24 Mathematical Foundations for Computer Science More_ Sara 2024 Spring Computer Science 19 of 19  responded _100_00__ Download PDF.pdf,EN.601.230,Mathematical Foundations for Computer Science,Sara More,2024,Spring,19,"[(1, 1), (2, 0), (3, 4), (4, 7), (5, 6), (0, 1)]","[(1, 1), (2, 2), (3, 4), (4, 9), (5, 2), (0, 1)]","[(1, 0), (2, 1), (3, 1), (4, 5), (5, 4), (0, 7)]","[(1, 2), (2, 1), (3, 7), (4, 8), (5, 0), (0, 1)]","[(1, 0), (2, 3), (3, 7), (4, 5), (5, 3), (0, 1)]"
EN_601_124_02_SP24 The Ethics of Artificial Intelligence and Automation Lopez-Gonzalez_ Monica 2024 Spring Computer Science 16 of 16  responded _100_00__ Download PDF.pdf,EN.601.124,The Ethics of Artificial Intelligence and Automation,Monica Lopez-Gonzalez,2024,Spring,16,"[(1, 0), (2, 0), (3, 3), (4, 4), (5, 9), (0, 0)]","[(1, 0), (2, 2), (3, 4), (4, 3), (5, 7), (0, 0)]","[(1, 1), (2, 2), (3, 2), (4, 0), (5, 3), (0, 7)]","[(1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 0)]","[(1, 2), (2, 3), (3, 9), (4, 1), (5, 0), (0, 0)]"
EN_601_229_01_SP24 Computer System Fundamentals Hovemeyer_ David 2024 Spring Computer Science 116 of 117  responded _99_15__ Download PDF.pdf,EN.601.229,Computer System Fundamentals,David Hovemeyer,2024,Spring,116,"[(1, 0), (2, 2), (3, 14), (4, 48), (5, 46), (0, 1)]","[(1, 0), (2, 0), (3, 5), (4, 38), (5, 68), (0, 1)]","[(1, 1), (2, 6), (3, 5), (4, 25), (5, 38), (0, 35)]","[(1, 0), (2, 2), (3, 23), (4, 42), (5, 40), (0, 2)]","[(1, 0), (2, 0), (3, 26), (4, 58), (5, 25), (0, 0)]"
EN_601_464_02_SP24 Artificial Intelligence Haque_ Musad 2024 Spring Computer Science 5 of 5  responded _100_00__ Download PDF.pdf,EN.601.464,Artificial Intelligence,Musad Haque,2024,Spring,5,"[(1, 1), (2, 0), (3, 1), (4, 2), (5, 1), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 3), (5, 1), (0, 0)]","[(1, 0), (2, 1), (3, 1), (4, 1), (5, 1), (0, 1)]","[(1, 0), (2, 1), (3, 1), (4, 2), (5, 1), (0, 0)]","[(1, 0), (2, 0), (3, 5), (4, 0), (5, 0), (0, 0)]"
EN_601_226_01_SP24 Data Structures Simari_ Patricio 2024 Spring Computer Science 78 of 82  responded _95_12__ Download PDF.pdf,EN.601.226,Data Structures,Patricio Simari,2024,Spring,78,"[(1, 2), (2, 0), (3, 10), (4, 23), (5, 38), (0, 1)]","[(1, 2), (2, 1), (3, 9), (4, 22), (5, 39), (0, 1)]","[(1, 4), (2, 7), (3, 5), (4, 9), (5, 26), (0, 20)]","[(1, 4), (2, 7), (3, 6), (4, 37), (5, 16), (0, 0)]","[(1, 0), (2, 0), (3, 9), (4, 38), (5, 22), (0, 0)]"
EN_601_513_49_SP24 Group Undergraduate Project Dahbura_ Anton 2024 Spring Computer Science 29 of 29  responded _100_00__ Download PDF.pdf,EN.601.513,Group Undergraduate Project,Anton Dahbura,2024,Spring,29,"[(1, 0), (2, 0), (3, 2), (4, 4), (5, 18), (0, 2)]","[(1, 0), (2, 0), (3, 2), (4, 6), (5, 19), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 0), (5, 5), (0, 21)]","[(1, 0), (2, 0), (3, 3), (4, 4), (5, 18), (0, 1)]","[(1, 0), (2, 3), (3, 20), (4, 3), (5, 0), (0, 0)]"
EN_601_124_01_SP24 The Ethics of Artificial Intelligence and Automation Lopez-Gonzalez_ Monica 2024 Spring Computer Science 16 of 18  responded _88_89__ Download PDF.pdf,EN.601.124,The Ethics of Artificial Intelligence and Automation,Monica Lopez-Gonzalez,2024,Spring,16,"[(1, 1), (2, 1), (3, 4), (4, 5), (5, 4), (0, 0)]","[(1, 0), (2, 0), (3, 7), (4, 6), (5, 2), (0, 0)]","[(1, 0), (2, 1), (3, 1), (4, 4), (5, 1), (0, 8)]","[(1, 1), (2, 1), (3, 3), (4, 7), (5, 3), (0, 0)]","[(1, 0), (2, 2), (3, 10), (4, 3), (5, 0), (0, 0)]"
EN_601_622_01_SP24 Software Testing _ Debugging Darvish_ Ali 2024 Spring Computer Science 46 of 46  responded _100_00__ Download PDF.pdf,EN.601.622,Software Testing & Debugging,Ali Darvish,2024,Spring,46,"[(1, 0), (2, 2), (3, 9), (4, 17), (5, 12), (0, 0)]","[(1, 0), (2, 1), (3, 10), (4, 16), (5, 13), (0, 0)]","[(1, 0), (2, 1), (3, 8), (4, 9), (5, 16), (0, 5)]","[(1, 0), (2, 6), (3, 6), (4, 16), (5, 12), (0, 1)]","[(1, 0), (2, 1), (3, 21), (4, 18), (5, 0), (0, 0)]"
EN_601_220_88_SU24 Intermediate Programming Barragan_ Juan 2024 Summer 2 Computer Science 27 of 28  responded _96_43__ Download PDF.pdf,EN.601.220,Intermediate Programming,Juan Barragan,2024,Summer,27,"[(1, 0), (2, 1), (3, 3), (4, 13), (5, 8), (0, 0)]","[(1, 0), (2, 0), (3, 2), (4, 14), (5, 8), (0, 0)]","[(1, 0), (2, 1), (3, 6), (4, 8), (5, 8), (0, 2)]","[(1, 1), (2, 0), (3, 4), (4, 14), (5, 6), (0, 0)]","[(1, 0), (2, 0), (3, 3), (4, 9), (5, 11), (0, 1)]"
EN_601_614_01_SP24 Computer Networks Marder_ Alex 2024 Spring Computer Science 57 of 58  responded _98_28__ Download PDF.pdf,EN.601.614,Computer Networks,Alex Marder,2024,Spring,57,"[(1, 0), (2, 3), (3, 11), (4, 16), (5, 20), (0, 0)]","[(1, 0), (2, 1), (3, 6), (4, 22), (5, 20), (0, 0)]","[(1, 1), (2, 0), (3, 4), (4, 12), (5, 28), (0, 3)]","[(1, 2), (2, 8), (3, 9), (4, 15), (5, 11), (0, 2)]","[(1, 0), (2, 0), (3, 12), (4, 23), (5, 13), (0, 1)]"
EN_601_277_01_SP24 Disinformation Self-Defense Shpitser_ Ilya 2024 Spring Computer Science 15 of 15  responded _100_00__ Download PDF.pdf,EN.601.277,Disinformation Self-Defense,Ilya Shpitser,2024,Spring,15,"[(1, 0), (2, 1), (3, 4), (4, 5), (5, 5), (0, 0)]","[(1, 0), (2, 1), (3, 3), (4, 4), (5, 7), (0, 0)]","[(1, 3), (2, 0), (3, 3), (4, 5), (5, 3), (0, 1)]","[(1, 1), (2, 2), (3, 2), (4, 4), (5, 5), (0, 1)]","[(1, 0), (2, 0), (3, 10), (4, 4), (5, 0), (0, 1)]"
EN_601_653_01_SP24 Applications of Augmented Reality Martin Gomez_ Alejandro 2024 Spring Computer Science 10 of 10  responded _100_00__ Download PDF.pdf,EN.601.653,Applications of Augmented Reality,Alejandro Martin Gomez,2024,Spring,10,"[(1, 0), (2, 0), (3, 1), (4, 1), (5, 7), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 3), (5, 5), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 1), (5, 8), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 2), (5, 7), (0, 0)]","[(1, 0), (2, 0), (3, 6), (4, 3), (5, 0), (0, 0)]"
EN_601_280_88_SU24 Full-Stack JavaScript Madooei_ Ali 2024 Summer 2 Computer Science 17 of 17  responded _100_00__ Download PDF.pdf,EN.601.280,Full-Stack JavaScript,Ali Madooei,2024,Summer,17,"[(1, 0), (2, 0), (3, 2), (4, 5), (5, 9), (0, 0)]","[(1, 0), (2, 1), (3, 2), (4, 7), (5, 7), (0, 0)]","[(1, 0), (2, 0), (3, 3), (4, 4), (5, 6), (0, 4)]","[(1, 0), (2, 1), (3, 2), (4, 7), (5, 6), (0, 1)]","[(1, 0), (2, 1), (3, 7), (4, 8), (5, 1), (0, 0)]"
EN_601_104_88_SU24 Computer Ethics Leschke_ Tim 2024 Summer 2 Computer Science 7 of 7  responded _100_00__ Download PDF.pdf,EN.601.104,Computer Ethics,Tim Leschke,2024,Summer,7,"[(1, 0), (2, 0), (3, 3), (4, 2), (5, 2), (0, 0)]","[(1, 0), (2, 1), (3, 3), (4, 2), (5, 1), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (0, 7)]","[(1, 0), (2, 0), (3, 2), (4, 1), (5, 2), (0, 2)]","[(1, 1), (2, 2), (3, 2), (4, 1), (5, 0), (0, 1)]"
EN_601_229_88_SU24 Computer System Fundamentals Brimhall_ Brennon 2024 Summer 2 Computer Science 15 of 16  responded _93_75__ Download PDF.pdf,EN.601.229,Computer System Fundamentals,Brennon Brimhall,2024,Summer,15,"[(1, 0), (2, 0), (3, 2), (4, 5), (5, 7), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 8), (5, 6), (0, 0)]","[(1, 0), (2, 1), (3, 2), (4, 2), (5, 3), (0, 6)]","[(1, 0), (2, 0), (3, 1), (4, 9), (5, 3), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 10), (5, 3), (0, 0)]"
EN_601_104_04_FA24 Computer Ethics Leschke_ Tim 2024 Fall Computer Science 17 of 19  responded _89_47__ Download PDF.pdf,EN.601.104,Computer Ethics,Tim Leschke,2024,Fall,17,"[(1, 0), (2, 1), (3, 3), (4, 8), (5, 4), (0, 0)]","[(1, 0), (2, 3), (3, 8), (4, 4), (5, 1), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 1), (5, 0), (0, 15)]","[(1, 0), (2, 0), (3, 4), (4, 7), (5, 4), (0, 1)]","[(1, 3), (2, 7), (3, 5), (4, 1), (5, 0), (0, 0)]"
EN_601_104_01_FA24 Computer Ethics Leschke_ Tim 2024 Fall Computer Science 15 of 18  responded _83_33__ Download PDF.pdf,EN.601.104,Computer Ethics,Tim Leschke,2024,Fall,15,"[(1, 0), (2, 1), (3, 3), (4, 1), (5, 7), (0, 2)]","[(1, 3), (2, 1), (3, 2), (4, 4), (5, 3), (0, 2)]","[(1, 0), (2, 0), (3, 0), (4, 1), (5, 1), (0, 13)]","[(1, 0), (2, 0), (3, 3), (4, 5), (5, 4), (0, 3)]","[(1, 0), (2, 5), (3, 6), (4, 1), (5, 0), (0, 3)]"
EN_601_104_02_FA24 Computer Ethics Leschke_ Tim 2024 Fall Computer Science 15 of 16  responded _93_75__ Download PDF.pdf,EN.601.104,Computer Ethics,Tim Leschke,2024,Fall,15,"[(1, 0), (2, 0), (3, 1), (4, 7), (5, 7), (0, 0)]","[(1, 0), (2, 1), (3, 1), (4, 11), (5, 2), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 1), (5, 1), (0, 12)]","[(1, 0), (2, 0), (3, 6), (4, 6), (5, 2), (0, 1)]","[(1, 3), (2, 3), (3, 8), (4, 1), (5, 0), (0, 0)]"
EN_601_788_01_FA24 Machine Learning for Healthcare Oberst_ Michael 2024 Fall Computer Science 12 of 12  responded _100_00__ Download PDF.pdf,EN.601.788,Machine Learning for Healthcare,Michael Oberst,2024,Fall,12,"[(1, 0), (2, 0), (3, 0), (4, 4), (5, 8), (0, 0)]","[(1, 0), (2, 0), (3, 2), (4, 1), (5, 8), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 1), (5, 6), (0, 3)]","[(1, 0), (2, 0), (3, 0), (4, 2), (5, 9), (0, 0)]","[(1, 0), (2, 0), (3, 5), (4, 2), (5, 3), (0, 1)]"
EN_601_104_03_FA24 Computer Ethics Leschke_ Tim 2024 Fall Computer Science 14 of 17  responded _82_35__ Download PDF.pdf,EN.601.104,Computer Ethics,Tim Leschke,2024,Fall,14,"[(1, 0), (2, 0), (3, 3), (4, 7), (5, 4), (0, 0)]","[(1, 1), (2, 0), (3, 6), (4, 4), (5, 3), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 0), (5, 0), (0, 13)]","[(1, 0), (2, 1), (3, 5), (4, 4), (5, 4), (0, 0)]","[(1, 3), (2, 0), (3, 11), (4, 0), (5, 0), (0, 0)]"
EN_601_788_02_FA24 Machine Learning for Healthcare Oberst_ Michael 2024 Fall Computer Science 7 of 8  responded _87_50__ Download PDF.pdf,EN.601.788,Machine Learning for Healthcare,Michael Oberst,2024,Fall,7,"[(1, 0), (2, 0), (3, 1), (4, 0), (5, 5), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 1), (5, 4), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 1), (5, 1), (0, 3)]","[(1, 0), (2, 0), (3, 1), (4, 0), (5, 5), (0, 0)]","[(1, 0), (2, 0), (3, 4), (4, 2), (5, 0), (0, 0)]"
EN_601_770_01_FA24 AI Ethics and Social Impact Field_ Anjalie 2024 Fall Computer Science 18 of 19  responded _94_74__ Download PDF.pdf,EN.601.770,AI Ethics and Social Impact,Anjalie Field,2024,Fall,18,"[(1, 0), (2, 0), (3, 1), (4, 2), (5, 15), (0, 0)]","[(1, 0), (2, 0), (3, 6), (4, 4), (5, 8), (0, 0)]","[(1, 0), (2, 0), (3, 2), (4, 3), (5, 13), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 3), (5, 14), (0, 0)]","[(1, 0), (2, 6), (3, 10), (4, 1), (5, 1), (0, 0)]"
EN_601_771_01_FA24 Advances in Self-Supervised Statistical Models Khashabi_ Daniel 2024 Fall Computer Science 19 of 21  responded _90_48__ Download PDF.pdf,EN.601.771,Advances in Self-Supervised Statistical Models,Daniel Khashabi,2024,Fall,19,"[(1, 0), (2, 0), (3, 0), (4, 4), (5, 14), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 6), (5, 12), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 5), (5, 11), (0, 1)]","[(1, 0), (2, 1), (3, 1), (4, 3), (5, 13), (0, 0)]","[(1, 0), (2, 2), (3, 10), (4, 4), (5, 1), (0, 1)]"
EN_601_787_01_FA24 Advanced Machine Learning_ Machine Learning for Trustworthy AI Liu_ Anqi 2024 Fall Computer Science 20 of 21  responded _95_24__ Download PDF.pdf,EN.601.787,Advanced Machine Learning: Machine Learning for Trustworthy AI,Anqi Liu,2024,Fall,20,"[(1, 0), (2, 0), (3, 1), (4, 5), (5, 13), (0, 0)]","[(1, 0), (2, 0), (3, 2), (4, 8), (5, 9), (0, 0)]","[(1, 0), (2, 1), (3, 2), (4, 3), (5, 8), (0, 5)]","[(1, 0), (2, 0), (3, 1), (4, 4), (5, 14), (0, 0)]","[(1, 0), (2, 1), (3, 13), (4, 2), (5, 3), (0, 0)]"
EN_601_713_01_FA24 Future Networks Sabnani_ Krishan 2024 Fall Computer Science 8 of 8  responded _100_00__ Download PDF.pdf,EN.601.713,Future Networks,Krishan Sabnani,2024,Fall,8,"[(1, 0), (2, 1), (3, 0), (4, 3), (5, 4), (0, 0)]","[(1, 0), (2, 0), (3, 1), (4, 5), (5, 2), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 1), (5, 7), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 4), (5, 4), (0, 0)]","[(1, 0), (2, 3), (3, 5), (4, 0), (5, 0), (0, 0)]"
EN_601_690_02_FA24 Introduction to Human-Computer Interaction Xiao_ Ziang 2024 Fall Computer Science 23 of 23  responded _100_00__ Download PDF.pdf,EN.601.690,Introduction to Human-Computer Interaction,Ziang Xiao,2024,Fall,23,"[(1, 0), (2, 0), (3, 2), (4, 5), (5, 14), (0, 0)]","[(1, 0), (2, 0), (3, 5), (4, 6), (5, 10), (0, 0)]","[(1, 1), (2, 0), (3, 6), (4, 3), (5, 10), (0, 1)]","[(1, 0), (2, 1), (3, 1), (4, 9), (5, 9), (0, 0)]","[(1, 0), (2, 2), (3, 11), (4, 6), (5, 2), (0, 0)]"
EN_601_689_01_FA24 Human-in-the-Loop Machine Learning Nalisnick_ Eric 2024 Fall Computer Science 11 of 11  responded _100_00__ Download PDF.pdf,EN.601.689,Human-in-the-Loop Machine Learning,Eric Nalisnick,2024,Fall,11,"[(1, 0), (2, 0), (3, 0), (4, 1), (5, 8), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 3), (5, 6), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 0), (5, 1), (0, 7)]","[(1, 0), (2, 0), (3, 0), (4, 1), (5, 6), (0, 1)]","[(1, 0), (2, 3), (3, 5), (4, 0), (5, 0), (0, 0)]"
EN_601_686_01_FA24 Machine Learning_ Artificial Intelligence System Design _ Development Dredze_ Mark 2024 Fall Computer Science 31 of 31  responded _100_00__ Download PDF.pdf,EN.601.686,Machine Learning: Artificial Intelligence System Design & Development,Mark Dredze,2024,Fall,31,"[(1, 0), (2, 0), (3, 6), (4, 9), (5, 16), (0, 0)]","[(1, 0), (2, 2), (3, 5), (4, 14), (5, 10), (0, 0)]","[(1, 2), (2, 0), (3, 3), (4, 9), (5, 15), (0, 2)]","[(1, 0), (2, 1), (3, 4), (4, 9), (5, 15), (0, 0)]","[(1, 1), (2, 4), (3, 15), (4, 9), (5, 0), (0, 0)]"
EN_601_690_01_FA24 Introduction to Human-Computer Interaction Xiao_ Ziang 2024 Fall Computer Science 35 of 36  responded _97_22__ Download PDF.pdf,EN.601.690,Introduction to Human-Computer Interaction,Ziang Xiao,2024,Fall,35,"[(1, 0), (2, 1), (3, 7), (4, 5), (5, 18), (0, 0)]","[(1, 3), (2, 3), (3, 8), (4, 8), (5, 10), (0, 0)]","[(1, 1), (2, 1), (3, 4), (4, 2), (5, 22), (0, 2)]","[(1, 3), (2, 1), (3, 5), (4, 10), (5, 13), (0, 0)]","[(1, 1), (2, 7), (3, 15), (4, 7), (5, 2), (0, 0)]"
EN_601_674_01_FA24 ML_ Learning Theory Arora_ Raman 2024 Fall Computer Science 29 of 31  responded _93_55__ Download PDF.pdf,EN.601.674,ML: Learning Theory,Raman Arora,2024,Fall,29,"[(1, 1), (2, 1), (3, 6), (4, 9), (5, 8), (0, 1)]","[(1, 0), (2, 0), (3, 2), (4, 4), (5, 20), (0, 0)]","[(1, 0), (2, 2), (3, 4), (4, 9), (5, 7), (0, 2)]","[(1, 0), (2, 3), (3, 4), (4, 10), (5, 8), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 6), (5, 17), (0, 1)]"
EN_601_675_02_FA24 Machine Learning Shpitser_ Ilya 2024 Fall Computer Science 13 of 13  responded _100_00__ Download PDF.pdf,EN.601.675,Machine Learning,Ilya Shpitser,2024,Fall,13,"[(1, 2), (2, 1), (3, 1), (4, 6), (5, 3), (0, 0)]","[(1, 1), (2, 0), (3, 0), (4, 1), (5, 10), (0, 1)]","[(1, 0), (2, 0), (3, 1), (4, 3), (5, 7), (0, 2)]","[(1, 3), (2, 1), (3, 1), (4, 4), (5, 4), (0, 0)]","[(1, 0), (2, 0), (3, 3), (4, 3), (5, 7), (0, 0)]"
EN_601_682_02_FA24 Machine Learning_ Deep Learning Unberath_ Mathias 2024 Fall Computer Science 37 of 38  responded _97_37__ Download PDF.pdf,EN.601.682,Machine Learning: Deep Learning,Mathias Unberath,2024,Fall,37,"[(1, 1), (2, 1), (3, 3), (4, 7), (5, 25), (0, 0)]","[(1, 1), (2, 0), (3, 3), (4, 9), (5, 22), (0, 1)]","[(1, 2), (2, 4), (3, 5), (4, 6), (5, 15), (0, 4)]","[(1, 2), (2, 0), (3, 2), (4, 20), (5, 11), (0, 0)]","[(1, 0), (2, 1), (3, 12), (4, 11), (5, 9), (0, 0)]"
EN_601_685_01_FA24 Probabilistic Models of the Visual Cortex Yuille_ Alan 2024 Fall Computer Science 53 of 53  responded _100_00__ Download PDF.pdf,EN.601.685,Probabilistic Models of the Visual Cortex,Alan Yuille,2024,Fall,53,"[(1, 1), (2, 0), (3, 6), (4, 10), (5, 33), (0, 0)]","[(1, 0), (2, 1), (3, 3), (4, 14), (5, 31), (0, 0)]","[(1, 2), (2, 0), (3, 4), (4, 14), (5, 25), (0, 5)]","[(1, 1), (2, 1), (3, 4), (4, 17), (5, 24), (0, 1)]","[(1, 0), (2, 9), (3, 29), (4, 9), (5, 2), (0, 0)]"
EN_601_670_02_FA24 Artificial Agents Van Durme_ Benjamin 2024 Fall Computer Science 14 of 15  responded _93_33__ Download PDF.pdf,EN.601.670,Artificial Agents,Benjamin Van Durme,2024,Fall,14,"[(1, 0), (2, 1), (3, 0), (4, 5), (5, 7), (0, 0)]","[(1, 0), (2, 1), (3, 1), (4, 3), (5, 9), (0, 0)]","[(1, 0), (2, 0), (3, 0), (4, 3), (5, 11), (0, 0)]","[(1, 0), (2, 1), (3, 1), (4, 1), (5, 11), (0, 0)]","[(1, 0), (2, 1), (3, 9), (4, 3), (5, 1), (0, 0)]"
EN_601_668_01_FA24 Machine Translation Koehn_ Philipp 2024 Fall Computer Science 70 of 71  responded _98_59__ Download PDF.pdf,EN.601.668,Machine Translation,Philipp Koehn,2024,Fall,70,"[(1, 1), (2, 1), (3, 9), (4, 25), (5, 29), (0, 0)]","[(1, 0), (2, 1), (3, 7), (4, 27), (5, 30), (0, 0)]","[(1, 1), (2, 2), (3, 9), (4, 23), (5, 21), (0, 8)]","[(1, 0), (2, 1), (3, 7), (4, 29), (5, 24), (0, 0)]","[(1, 0), (2, 6), (3, 30), (4, 18), (5, 7), (0, 0)]"
EN_601_667_01_FA24 Introduction to Human Language Technology Koehn_ Philipp 2024 Fall Computer Science 39 of 41  responded _95_12__ Download PDF.pdf,EN.601.667,Introduction to Human Language Technology,Philipp Koehn,2024,Fall,39,"[(1, 1), (2, 1), (3, 8), (4, 10), (5, 11), (0, 2)]","[(1, 1), (2, 3), (3, 6), (4, 15), (5, 7), (0, 0)]","[(1, 3), (2, 3), (3, 8), (4, 8), (5, 8), (0, 3)]","[(1, 1), (2, 4), (3, 4), (4, 18), (5, 7), (0, 0)]","[(1, 0), (2, 4), (3, 17), (4, 11), (5, 2), (0, 0)]"
EN_601_670_01_FA24 Artificial Agents Van Durme_ Benjamin 2024 Fall Computer Science 25 of 26  responded _96_15__ Download PDF.pdf,EN.601.670,Artificial Agents,Benjamin Van Durme,2024,Fall,25,"[(1, 2), (2, 0), (3, 4), (4, 6), (5, 10), (0, 0)]","[(1, 0), (2, 1), (3, 3), (4, 7), (5, 12), (0, 0)]","[(1, 0), (2, 1), (3, 0), (4, 4), (5, 18), (0, 0)]","[(1, 1), (2, 3), (3, 5), (4, 5), (5, 9), (0, 0)]","[(1, 0), (2, 2), (3, 8), (4, 9), (5, 3), (0, 1)]"
EN_601_664_03_FA24 Artificial Intelligence Cachola_ Isabel 2024 Fall Computer Science 72 of 73  responded _98_63__ Download PDF.pdf,EN.601.664,Artificial Intelligence,Isabel Cachola,2024,Fall,72,"[(1, 0), (2, 2), (3, 16), (4, 21), (5, 30), (0, 0)]","[(1, 2), (2, 1), (3, 14), (4, 29), (5, 23), (0, 0)]","[(1, 2), (2, 2), (3, 7), (4, 13), (5, 15), (0, 28)]","[(1, 2), (2, 8), (3, 14), (4, 24), (5, 15), (0, 3)]","[(1, 1), (2, 8), (3, 43), (4, 11), (5, 2), (0, 1)]"
EN_601_664_02_FA24 Artificial Intelligence Haque_ Musad 2024 Fall Computer Science 33 of 33  responded _100_00__ Download PDF.pdf,EN.601.664,Artificial Intelligence,Musad Haque,2024,Fall,33,"[(1, 1), (2, 2), (3, 5), (4, 7), (5, 16), (0, 0)]","[(1, 0), (2, 1), (3, 10), (4, 10), (5, 10), (0, 0)]","[(1, 5), (2, 6), (3, 3), (4, 7), (5, 7), (0, 3)]","[(1, 5), (2, 1), (3, 2), (4, 13), (5, 10), (0, 0)]","[(1, 3), (2, 4), (3, 16), (4, 6), (5, 1), (0, 0)]"
EN_601_663_01_FA24 Algorithms for Sensor-Based Robotics Leonard_ Simon 2024 Fall Computer Science 31 of 32  responded _96_88__ Download PDF.pdf,EN.601.663,Algorithms for Sensor-Based Robotics,Simon Leonard,2024,Fall,31,"[(1, 0), (2, 0), (3, 1), (4, 9), (5, 21), (0, 0)]","[(1, 0), (2, 0), (3, 3), (4, 12), (5, 16), (0, 0)]","[(1, 0), (2, 1), (3, 8), (4, 8), (5, 10), (0, 4)]","[(1, 0), (2, 3), (3, 3), (4, 16), (5, 8), (0, 0)]","[(1, 0), (2, 0), (3, 10), (4, 15), (5, 4), (0, 1)]"
EN_601_675_01_FA24 Machine Learning Shpitser_ Ilya 2024 Fall Computer Science 84 of 86  responded _97_67__ Download PDF.pdf,EN.601.675,Machine Learning,Ilya Shpitser,2024,Fall,84,"[(1, 10), (2, 13), (3, 28), (4, 21), (5, 8), (0, 0)]","[(1, 1), (2, 2), (3, 8), (4, 19), (5, 49), (0, 0)]","[(1, 3), (2, 6), (3, 12), (4, 26), (5, 25), (0, 6)]","[(1, 4), (2, 15), (3, 9), (4, 37), (5, 14), (0, 0)]","[(1, 0), (2, 0), (3, 12), (4, 28), (5, 39), (0, 0)]"
